Iteration 91835, loss 2.5603952203363116
Iteration 20042, loss 1.879954930161928
Iteration 20043, loss 2.336062573775319
Iteration 20044, loss 1.8434585737753189
Iteration 20045, loss 1.8434585737753189
Iteration 20046, loss 1.6794585737753185
Iteration 20047, loss 1.6794585737753185
Iteration 20048, loss 1.6794585737753185
Iteration 20049, loss 1.6794585737753185
Iteration 20050, loss 1.416282000000002
Iteration 20051, loss 1.1980645552472418
Iteration 20052, loss 2.4399638631754743
Iteration 20053, loss 2.4658223307326783
Iteration 20054, loss 1.6301869045079953
Iteration 20055, loss 2.868733114824793
Iteration 20056, loss 2.736248711404554
Iteration 20057, loss 3.649551573831398
Iteration 20058, loss 5.644608704276564
Iteration 20059, loss 4.060332380671877
Iteration 20060, loss 4.060332380671877
Iteration 20061, loss 3.6925192555205464
Iteration 20062, loss 3.2853359417855104
Iteration 20063, loss 3.2853359417855104
Iteration 20064, loss 3.2853359417855104
Iteration 20065, loss 3.2853359417855104
Iteration 20066, loss 3.2853359417855104
Iteration 20067, loss 3.2853359417855104
Iteration 20068, loss 3.2853359417855104
Iteration 20069, loss 4.283933083681964
Iteration 20070, loss 3.0918998560410977
Iteration 20071, loss 3.0918998560410977
Iteration 20072, loss 3.084571335055976
Iteration 20073, loss 3.9985971418964543
Iteration 20074, loss 3.9985971418964543
Iteration 20075, loss 4.413006052668632
Iteration 20076, loss 4.413006052668632
Iteration 20077, loss 4.913006052668632
Iteration 20078, loss 4.913006052668632
Iteration 20079, loss 4.913006052668632
Iteration 20080, loss 5.913006052668632
Iteration 20081, loss 5.913006052668632
Iteration 20082, loss 5.913006052668632
Iteration 20083, loss 6.248490467491094
Iteration 20084, loss 4.255886467491093
Iteration 20085, loss 4.255886467491093
Iteration 20086, loss 3.755886467491094
Iteration 20087, loss 3.755886467491094
Iteration 20088, loss 3.755886467491094
Iteration 20089, loss 2.757396000000002
Iteration 20090, loss 1.9869172811865499
Iteration 20091, loss 1.772885906271865
Iteration 20092, loss 1.8440939062718646
Iteration 20093, loss 1.8440939062718646
Iteration 20094, loss 1.8440939062718646
Iteration 20095, loss 1.7875311577947233
Iteration 20096, loss 1.7875311577947233
Iteration 20097, loss 2.572593657455598
Iteration 20098, loss 1.7444168278106753
Iteration 20099, loss 3.5297943278106754
Iteration 20100, loss 4.000357076287815
Iteration 20101, loss 2.671929951541625
Iteration 20102, loss 1.4219299971505142
Iteration 20103, loss 1.7727478267954224
Iteration 20104, loss 1.7727478267954224
Iteration 20105, loss 1.6159454190284357
Iteration 20106, loss 1.0451020042059889
Iteration 20107, loss 0.8437500469653885
Iteration 20108, loss 1.257713223019441
Iteration 20109, loss 1.257713223019441
Iteration 20110, loss 0.8437500469653885
Iteration 20111, loss 0.8437500469653885
Iteration 20112, loss 1.8437500469653878
Iteration 20113, loss 1.6721771261026908
Iteration 20114, loss 1.8437500469653878
Iteration 20115, loss 1.7578200042059895
Iteration 20116, loss 1.7578200042059886
Iteration 20117, loss 1.6368199585971015
Iteration 20118, loss 2.2458532076602338
Iteration 20119, loss 2.9071415345559197
Iteration 20120, loss 1.9786706987151197
Iteration 20121, loss 2.443048286742146
Iteration 20122, loss 2.443048286742146
Iteration 20123, loss 3.0356111811947892
Iteration 20124, loss 4.520178494075504
Iteration 20125, loss 3.7712351121010736
Iteration 20126, loss 3.7712351121010736
Iteration 20127, loss 3.7712351121010736
Iteration 20128, loss 2.2723030151843244
Iteration 20129, loss 1.8156068766145803
Iteration 20130, loss 2.0947636606506155
Iteration 20131, loss 2.0947636606506155
Iteration 20132, loss 1.6303860726235893
Iteration 20133, loss 1.973782027014702
Iteration 20134, loss 3.8981138871999264
Iteration 20135, loss 3.976592648431519
Iteration 20136, loss 4.691007060404493
Iteration 20137, loss 4.191007060404493
Iteration 20138, loss 6.161297907152747
Iteration 20139, loss 5.162807451063877
Iteration 20140, loss 5.162807451063877
Iteration 20141, loss 3.442391451063876
Iteration 20142, loss 3.442391451063876
Iteration 20143, loss 2.444099585177542
Iteration 20144, loss 2.944099585177542
Iteration 20145, loss 4.664515585177542
Iteration 20146, loss 2.6940995851775402
Iteration 20147, loss 4.664515585177542
Iteration 20148, loss 4.000000000000002
Iteration 20149, loss 3.500000000000004
Iteration 20150, loss 3.5000000000000018
Iteration 20151, loss 2.172552317905712
Iteration 20152, loss 2.51530758517754
Iteration 20153, loss 4.086000000000003
Iteration 20154, loss 4.086000000000003
Iteration 20155, loss 3.1099510547807405
Iteration 20156, loss 2.9320742790071233
Iteration 20157, loss 2.9320742790071233
Iteration 20158, loss 3.3460742790071234
Iteration 20159, loss 3.3460742790071234
Iteration 20160, loss 3.3460742790071234
Iteration 20161, loss 3.3460742790071234
Iteration 20162, loss 3.3460742790071234
Iteration 20163, loss 3.3460742790071234
Iteration 20164, loss 3.3460742790071234
Iteration 20165, loss 3.3460742790071234
Iteration 20166, loss 4.322112690813013
Iteration 20167, loss 4.822112690813013
Iteration 20168, loss 4.572112690813012
Iteration 20169, loss 4.572112690813012
Iteration 20170, loss 4.250000000000002
Iteration 20171, loss 4.250000000000002
Iteration 20172, loss 3.7500000000000018
Iteration 20173, loss 2.1013960000000016
Iteration 20174, loss 2.5866040000000017
Iteration 20175, loss 2.0866040000000017
Iteration 20176, loss 1.6013960000000016
Iteration 20177, loss 2.0866040000000017
Iteration 20178, loss 2.0866040000000017
Iteration 20179, loss 2.0866040000000017
Iteration 20180, loss 2.0866040000000017
Iteration 20181, loss 2.0866040000000017
Iteration 20182, loss 2.172755000000002
Iteration 20183, loss 2.030339000000003
Iteration 20184, loss 2.030339000000003
Iteration 20185, loss 1.616943000000003
Iteration 20186, loss 1.616943000000003
Iteration 20187, loss 1.7893443293079356
Iteration 20188, loss 3.073296158952858
Iteration 20189, loss 3.073296158952858
Iteration 20190, loss 3.344276158952858
Iteration 20191, loss 3.187068158952858
Iteration 20192, loss 3.187068158952858
Iteration 20193, loss 2.2459426619985754
Iteration 20194, loss 1.6744370161414306
Iteration 20195, loss 2.08846282298191
Iteration 20196, loss 2.08846282298191
Iteration 20197, loss 2.08846282298191
Iteration 20198, loss 2.08846282298191
Iteration 20199, loss 2.08846282298191
Iteration 20200, loss 4.081066822981908
Iteration 20201, loss 3.9949158229819073
Iteration 20202, loss 3.9434373199361907
Iteration 20203, loss 4.34330758517754
Iteration 20204, loss 4.34330758517754
Iteration 20205, loss 4.34330758517754
Iteration 20206, loss 4.343307585177541
Iteration 20207, loss 3.6797722461554843
Iteration 20208, loss 4.679772246155483
Iteration 20209, loss 4.679772246155483
Iteration 20210, loss 4.07032680716213
Iteration 20211, loss 4.07032680716213
Iteration 20212, loss 4.07032680716213
Iteration 20213, loss 3.514620500000002
Iteration 20214, loss 1.8876740110652337
Iteration 20215, loss 1.8876740110652337
Iteration 20216, loss 1.8876740110652337
Iteration 20217, loss 1.6876205000000013
Iteration 20218, loss 1.6876205000000013
Iteration 20219, loss 2.0295850000000013
Iteration 20220, loss 1.5295850000000013
Iteration 20221, loss 3.514620500000002
Iteration 20222, loss 3.514620500000002
Iteration 20223, loss 3.014620500000002
Iteration 20224, loss 3.014620500000002
Iteration 20225, loss 1.7090280205342174
Iteration 20226, loss 1.9179637960196545
Iteration 20227, loss 3.230952275485439
Iteration 20228, loss 3.230952275485439
Iteration 20229, loss 1.732442747189999
Iteration 20230, loss 1.516110971704561
Iteration 20231, loss 1.516110971704561
Iteration 20232, loss 1.516110971704561
Iteration 20233, loss 1.5295850000000013
Iteration 20234, loss 1.5591680000000019
Iteration 20235, loss 1.5591680000000019
Iteration 20236, loss 1.5591680000000023
Iteration 20237, loss 1.354133084840551
Iteration 20238, loss 1.354133084840551
Iteration 20239, loss 1.4543210848405508
Iteration 20240, loss 2.0594550848405513
Iteration 20241, loss 1.7167773293079347
Iteration 20242, loss 2.6044792865506707
Iteration 20243, loss 2.1044792865506707
Iteration 20244, loss 1.5450793407101573
Iteration 20245, loss 2.0299853407101573
Iteration 20246, loss 1.530136352112379
Iteration 20247, loss 1.115834352112378
Iteration 20248, loss 2.457845670696337
Iteration 20249, loss 2.9569916036395063
Iteration 20250, loss 2.927334138183162
Iteration 20251, loss 2.927334138183162
Iteration 20252, loss 2.956771366901577
Iteration 20253, loss 3.926693587890537
Iteration 20254, loss 2.9276360925742746
Iteration 20255, loss 3.3419380925742748
Iteration 20256, loss 4.998542046965387
Iteration 20257, loss 3.9993961140222187
Iteration 20258, loss 3.499396159631106
Iteration 20259, loss 2.5004530000000025
Iteration 20260, loss 2.34403669852151
Iteration 20261, loss 2.3437347669348396
Iteration 20262, loss 3.0001510228044452
Iteration 20263, loss 3.0001510684133326
Iteration 20264, loss 3.0001510684133326
Iteration 20265, loss 3.0001510684133326
Iteration 20266, loss 3.0001510684133326
Iteration 20267, loss 3.0001510684133326
Iteration 20268, loss 3.0001510684133326
Iteration 20269, loss 3.0001510684133326
Iteration 20270, loss 3.0001510684133326
Iteration 20271, loss 3.0001510684133326
Iteration 20272, loss 3.0001510684133326
Iteration 20273, loss 3.0001510684133326
Iteration 20274, loss 3.0001510684133326
Iteration 20275, loss 3.0001510684133326
Iteration 20276, loss 3.0001510684133326
Iteration 20277, loss 3.0001510684133326
Iteration 20278, loss 1.9371437216650778
Iteration 20279, loss 2.029797607981984
Iteration 20280, loss 1.9588031931595222
Iteration 20281, loss 1.8303887925887705
Iteration 20282, loss 2.173737350615119
Iteration 20283, loss 3.4291350184576967
Iteration 20284, loss 3.4291350184576967
Iteration 20285, loss 3.4291350184576967
Iteration 20286, loss 3.4291350184576967
Iteration 20287, loss 2.772744615037458
Iteration 20288, loss 1.8157003962240068
Iteration 20289, loss 1.7872604902912692
Iteration 20290, loss 3.2014114902912683
Iteration 20291, loss 3.2014114902912683
Iteration 20292, loss 3.2014114902912683
Iteration 20293, loss 3.2014114902912683
Iteration 20294, loss 3.2014114902912683
Iteration 20295, loss 3.2014114902912683
Iteration 20296, loss 3.2014114902912683
Iteration 20297, loss 3.101385324961188
Iteration 20298, loss 3.757864166008333
Iteration 20299, loss 3.757864166008333
Iteration 20300, loss 3.4145156079819836
Iteration 20301, loss 3.914515607981984
Iteration 20302, loss 3.414515607981984
Iteration 20303, loss 3.414515607981984
Iteration 20304, loss 4.414515585177541
Iteration 20305, loss 2.914515585177541
Iteration 20306, loss 3.414515585177541
Iteration 20307, loss 3.414515585177541
Iteration 20308, loss 4.914515585177541
Iteration 20309, loss 3.9293075851775403
Iteration 20310, loss 3.9293075851775416
Iteration 20311, loss 3.9293075851775416
Iteration 20312, loss 4.429307585177542
Iteration 20313, loss 3.9293075851775416
Iteration 20314, loss 2.2727035851775415
Iteration 20315, loss 1.9440995851775402
Iteration 20316, loss 3.9293075851775416
Iteration 20317, loss 3.9293075851775416
Iteration 20318, loss 3.914515585177541
Iteration 20319, loss 3.5147920000000004
Iteration 20320, loss 3.5147920000000004
Iteration 20321, loss 3.0147919999999995
Iteration 20322, loss 3.000106781186549
Iteration 20323, loss 1.45938878118655
Iteration 20324, loss 2.0511067811865504
Iteration 20325, loss 2.0511067811865504
Iteration 20326, loss 2.0511067811865504
Iteration 20327, loss 2.0511067811865504
Iteration 20328, loss 1.7660000000000027
Iteration 20329, loss 1.766000000000003
Iteration 20330, loss 1.766000000000003
Iteration 20331, loss 1.766000000000003
Iteration 20332, loss 1.6235840000000026
Iteration 20333, loss 1.6235840000000026
Iteration 20334, loss 2.1235840000000024
Iteration 20335, loss 2.1235840000000024
Iteration 20336, loss 2.1235840000000024
Iteration 20337, loss 2.622137046967523
Iteration 20338, loss 3.3573450412664108
Iteration 20339, loss 3.3573450412664108
Iteration 20340, loss 5.357282467491095
Iteration 20341, loss 5.357282467491095
Iteration 20342, loss 5.357282467491095
Iteration 20343, loss 5.357282467491095
Iteration 20344, loss 5.357282467491095
Iteration 20345, loss 4.971906757567364
Iteration 20346, loss 4.971906757567364
Iteration 20347, loss 3.973416290076272
Iteration 20348, loss 3.473416290076272
Iteration 20349, loss 1.809265290076274
Iteration 20350, loss 1.1370075202919478
Iteration 20351, loss 1.0292391817573023
Iteration 20352, loss 1.872288951541628
Iteration 20353, loss 1.879836042759401
Iteration 20354, loss 1.859094091217775
Iteration 20355, loss 1.859094091217775
Iteration 20356, loss 2.0304685130957116
Iteration 20357, loss 2.8581665130957115
Iteration 20358, loss 3.708744950722618
Iteration 20359, loss 3.1079895922330154
Iteration 20360, loss 2.7647920000000017
Iteration 20361, loss 2.0295840000000016
Iteration 20362, loss 1.7943760000000024
Iteration 20363, loss 1.8735840000000024
Iteration 20364, loss 1.8735840000000032
Iteration 20365, loss 1.8735840000000032
Iteration 20366, loss 3.8718758658863375
Iteration 20367, loss 4.385185084699789
Iteration 20368, loss 7.383476768150576
Iteration 20369, loss 7.383476768150575
Iteration 20370, loss 5.38518490226424
Iteration 20371, loss 5.4664110240927855
Iteration 20372, loss 1.8189106125377699
Iteration 20373, loss 3.4300000000000024
Iteration 20374, loss 2.350792000000002
Iteration 20375, loss 1.3657608752538115
Iteration 20376, loss 1.3583648752538118
Iteration 20377, loss 1.3583648752538118
Iteration 20378, loss 1.3583648752538118
Iteration 20379, loss 1.6221012188134545
Iteration 20380, loss 1.6221012188134545
Iteration 20381, loss 1.979685218813455
Iteration 20382, loss 1.9794350149299609
Iteration 20383, loss 1.9794350149299609
Iteration 20384, loss 2.722528690647025
Iteration 20385, loss 3.1796354718335724
Iteration 20386, loss 2.6869688980582556
Iteration 20387, loss 2.4173560000000025
Iteration 20388, loss 2.115620778337062
Iteration 20389, loss 4.100828778337061
Iteration 20390, loss 2.8867479429952967
Iteration 20391, loss 2.8867479429952967
Iteration 20392, loss 2.8867479429952967
Iteration 20393, loss 3.571598437626907
Iteration 20394, loss 3.571598437626907
Iteration 20395, loss 3.0715984376269065
Iteration 20396, loss 2.590113187961788
Iteration 20397, loss 4.257396000000002
Iteration 20398, loss 3.257396000000002
Iteration 20399, loss 3.257396000000002
Iteration 20400, loss 2.7575800541286632
Iteration 20401, loss 2.7575800541286632
Iteration 20402, loss 2.7575800541286632
Iteration 20403, loss 2.0915137937362003
Iteration 20404, loss 1.5966659214952925
Iteration 20405, loss 1.22593467417842
Iteration 20406, loss 1.887319216642215
Iteration 20407, loss 1.3873192166422152
Iteration 20408, loss 0.8883760228044465
Iteration 20409, loss 0.8883760228044465
Iteration 20410, loss 0.8883760228044465
Iteration 20411, loss 0.8883760228044465
Iteration 20412, loss 0.8883760228044465
Iteration 20413, loss 1.544678022804446
Iteration 20414, loss 1.544678022804446
Iteration 20415, loss 1.458891585177541
Iteration 20416, loss 1.458891585177541
Iteration 20417, loss 1.8749200327094073
Iteration 20418, loss 1.41781325152286
Iteration 20419, loss 2.04543725152286
Iteration 20420, loss 2.172301977195559
Iteration 20421, loss 1.544678022804446
Iteration 20422, loss 2.529886022804446
Iteration 20423, loss 2.529886022804446
Iteration 20424, loss 1.8735840228044467
Iteration 20425, loss 1.416602434777419
Iteration 20426, loss 2.4296096307864286
Iteration 20427, loss 3.843698022804446
Iteration 20428, loss 2.843698022804447
Iteration 20429, loss 0.8883760228044465
Iteration 20430, loss 1.3883760228044462
Iteration 20431, loss 1.4737094376269069
Iteration 20432, loss 1.4737094376269069
Iteration 20433, loss 1.4593445851775415
Iteration 20434, loss 1.4593445851775415
Iteration 20435, loss 1.4593445851775415
Iteration 20436, loss 1.4593445851775415
Iteration 20437, loss 1.4593445851775415
Iteration 20438, loss 1.4593445851775415
Iteration 20439, loss 1.4593445851775415
Iteration 20440, loss 1.4593445851775415
Iteration 20441, loss 1.4593445851775415
Iteration 20442, loss 2.115646585177541
Iteration 20443, loss 2.115646585177541
Iteration 20444, loss 2.115646585177541
Iteration 20445, loss 1.615646585177541
Iteration 20446, loss 1.615646585177541
Iteration 20447, loss 1.615646585177541
Iteration 20448, loss 2.079998366364089
Iteration 20449, loss 4.050414366364088
Iteration 20450, loss 4.050414366364088
Iteration 20451, loss 4.050414366364088
Iteration 20452, loss 4.050414366364088
Iteration 20453, loss 2.079998366364089
Iteration 20454, loss 2.2869800000000025
Iteration 20455, loss 2.2869800000000025
Iteration 20456, loss 2.2869800000000025
Iteration 20457, loss 2.7869800000000025
Iteration 20458, loss 2.7869800000000025
Iteration 20459, loss 2.2869800000000025
Iteration 20460, loss 2.2869800000000025
Iteration 20461, loss 2.2869800000000025
Iteration 20462, loss 2.0297350000000023
Iteration 20463, loss 2.0297350000000023
Iteration 20464, loss 2.250452977195559
Iteration 20465, loss 2.086364562373097
Iteration 20466, loss 2.086364562373097
Iteration 20467, loss 2.6014953293079346
Iteration 20468, loss 2.2300606956720213
Iteration 20469, loss 2.2018710848405525
Iteration 20470, loss 1.937042329307936
Iteration 20471, loss 2.6406371404247806
Iteration 20472, loss 2.4694547142000975
Iteration 20473, loss 2.2117199586674823
Iteration 20474, loss 2.2975689586674815
Iteration 20475, loss 1.8828765666494633
Iteration 20476, loss 2.8828765666494642
Iteration 20477, loss 2.8828765666494642
Iteration 20478, loss 2.6719115851775412
Iteration 20479, loss 1.8436721760561905
Iteration 20480, loss 1.8436721760561905
Iteration 20481, loss 1.6719115965797633
Iteration 20482, loss 1.6719115965797633
Iteration 20483, loss 1.6719115965797633
Iteration 20484, loss 1.6719115965797633
Iteration 20485, loss 1.9303830327816418
Iteration 20486, loss 1.4797427422550093
Iteration 20487, loss 1.7825440545345395
Iteration 20488, loss 1.7825440545345395
Iteration 20489, loss 2.2825440545345397
Iteration 20490, loss 2.2825440545345397
Iteration 20491, loss 2.782242054534539
Iteration 20492, loss 2.2116879573072326
Iteration 20493, loss 2.2116879573072326
Iteration 20494, loss 2.782242054534539
Iteration 20495, loss 2.171734880957058
Iteration 20496, loss 1.6717974547323746
Iteration 20497, loss 1.1717974547323748
Iteration 20498, loss 1.1717974547323748
Iteration 20499, loss 1.1717974547323748
Iteration 20500, loss 1.4299483635145995
Iteration 20501, loss 1.4299483635145995
Iteration 20502, loss 1.4299483635145995
Iteration 20503, loss 1.4299483635146
Iteration 20504, loss 1.4299483635146
Iteration 20505, loss 1.4299483635146
Iteration 20506, loss 1.4299483635146
Iteration 20507, loss 1.6164383635145998
Iteration 20508, loss 1.6164383635145998
Iteration 20509, loss 1.2729172045617438
Iteration 20510, loss 2.2158101447011473
Iteration 20511, loss 2.038287386319044
Iteration 20512, loss 2.1511590042059887
Iteration 20513, loss 2.392100964401381
Iteration 20514, loss 1.7966370505070695
Iteration 20515, loss 1.4281168088114968
Iteration 20516, loss 1.3922925212778385
Iteration 20517, loss 1.1439970341465973
Iteration 20518, loss 1.1169536616332931
Iteration 20519, loss 1.340169162625548
Iteration 20520, loss 1.340169162625548
Iteration 20521, loss 1.8398671626255474
Iteration 20522, loss 1.8398671626255474
Iteration 20523, loss 1.8398671626255474
Iteration 20524, loss 1.8306372398797521
Iteration 20525, loss 1.8306372398797521
Iteration 20526, loss 1.8306372398797521
Iteration 20527, loss 1.8306372398797521
Iteration 20528, loss 1.656257588889992
Iteration 20529, loss 1.656257588889992
Iteration 20530, loss 1.5453600608071967
Iteration 20531, loss 3.122177787832121
Iteration 20532, loss 4.120279762594504
Iteration 20533, loss 3.5978379731563686
Iteration 20534, loss 3.5978379731563686
Iteration 20535, loss 3.5978379731563686
Iteration 20536, loss 5.582014894019065
Iteration 20537, loss 4.373993513759062
Iteration 20538, loss 2.394037131250592
Iteration 20539, loss 3.760701176412106
Iteration 20540, loss 3.760701176412106
Iteration 20541, loss 3.760701176412106
Iteration 20542, loss 3.300130905043148
Iteration 20543, loss 4.416190779638118
Iteration 20544, loss 3.5784284690780392
Iteration 20545, loss 2.375360091671427
Iteration 20546, loss 2.375360091671427
Iteration 20547, loss 2.1239894922558333
Iteration 20548, loss 1.7735264325953297
Iteration 20549, loss 1.1100851029081966
Iteration 20550, loss 1.6910281084102823
Iteration 20551, loss 1.6910281084102823
Iteration 20552, loss 3.226695854885776
Iteration 20553, loss 1.7355197537972682
Iteration 20554, loss 1.4921305039028736
Iteration 20555, loss 1.1882747811865502
Iteration 20556, loss 1.1882747811865502
Iteration 20557, loss 1.411895781186549
Iteration 20558, loss 1.411895781186549
Iteration 20559, loss 1.411895781186549
Iteration 20560, loss 1.411895781186549
Iteration 20561, loss 1.411895781186549
Iteration 20562, loss 1.4266435794764303
Iteration 20563, loss 1.7977320000000032
Iteration 20564, loss 2.066715000000003
Iteration 20565, loss 2.066715000000003
Iteration 20566, loss 1.7977320000000032
Iteration 20567, loss 1.510903000000003
Iteration 20568, loss 1.9025640000000024
Iteration 20569, loss 1.9025640000000024
Iteration 20570, loss 1.9025640000000024
Iteration 20571, loss 2.9317510020304796
Iteration 20572, loss 3.68175100203048
Iteration 20573, loss 3.6521670020304797
Iteration 20574, loss 2.6817510020304804
Iteration 20575, loss 2.6817510020304804
Iteration 20576, loss 2.1817510020304804
Iteration 20577, loss 5.385666685481267
Iteration 20578, loss 5.870874685481269
Iteration 20579, loss 5.870874685481267
Iteration 20580, loss 6.620874685481266
Iteration 20581, loss 5.870874685481267
Iteration 20582, loss 5.870874685481267
Iteration 20583, loss 3.4021670020304806
Iteration 20584, loss 3.1521670020304806
Iteration 20585, loss 2.1817510020304804
Iteration 20586, loss 2.3238650020304807
Iteration 20587, loss 2.3238650020304803
Iteration 20588, loss 2.68175100203048
Iteration 20589, loss 2.68175100203048
Iteration 20590, loss 2.181751002030481
Iteration 20591, loss 2.181751002030481
Iteration 20592, loss 2.8091680000000028
Iteration 20593, loss 3.3091680000000028
Iteration 20594, loss 2.5443760000000024
Iteration 20595, loss 2.572267628525238
Iteration 20596, loss 2.363783259402341
Iteration 20597, loss 3.211130123833447
Iteration 20598, loss 3.320011882046631
Iteration 20599, loss 3.123665603283913
Iteration 20600, loss 3.9368091712205997
Iteration 20601, loss 3.8681332669774275
Iteration 20602, loss 2.8690071549224796
Iteration 20603, loss 1.529737699214767
Iteration 20604, loss 1.528863811269714
Iteration 20605, loss 1.2763942906739991
Iteration 20606, loss 2.0176721359859897
Iteration 20607, loss 1.9134288153932157
Iteration 20608, loss 1.91332235417906
Iteration 20609, loss 1.91332235417906
Iteration 20610, loss 1.0698854732476049
Iteration 20611, loss 1.127839916205733
Iteration 20612, loss 2.375283011606509
Iteration 20613, loss 2.640525504433122
Iteration 20614, loss 1.6058943295920292
Iteration 20615, loss 2.521801579592029
Iteration 20616, loss 2.0745115176656084
Iteration 20617, loss 2.517032322487407
Iteration 20618, loss 1.924929114343484
Iteration 20619, loss 2.9077147238986196
Iteration 20620, loss 3.2817259329431687
Iteration 20621, loss 3.2817259329431687
Iteration 20622, loss 4.266933932943168
Iteration 20623, loss 4.266933932943168
Iteration 20624, loss 3.7669339329431684
Iteration 20625, loss 3.7669339329431684
Iteration 20626, loss 3.7669339329431684
Iteration 20627, loss 3.4283283705700733
Iteration 20628, loss 2.440072049209141
Iteration 20629, loss 2.935930441156779
Iteration 20630, loss 2.8088478331747964
Iteration 20631, loss 5.098310516625584
Iteration 20632, loss 5.762328911495225
Iteration 20633, loss 5.763083683450788
Iteration 20634, loss 6.195684683450788
Iteration 20635, loss 5.695684683450788
Iteration 20636, loss 7.36425862359019
Iteration 20637, loss 3.5451235196158337
Iteration 20638, loss 2.8736390876900395
Iteration 20639, loss 3.5451235196158337
Iteration 20640, loss 3.4595139401394057
Iteration 20641, loss 3.4595139401394057
Iteration 20642, loss 3.4521179401394058
Iteration 20643, loss 2.452117951541628
Iteration 20644, loss 2.452117951541628
Iteration 20645, loss 1.8458915908786526
Iteration 20646, loss 1.3754755908786525
Iteration 20647, loss 1.263991166831611
Iteration 20648, loss 0.7488603941956633
Iteration 20649, loss 1.035702994301026
Iteration 20650, loss 1.035702994301026
Iteration 20651, loss 0.9497029885999154
Iteration 20652, loss 0.6554827491575278
Iteration 20653, loss 2.648086749157527
Iteration 20654, loss 2.5337277548586377
Iteration 20655, loss 2.3804128239459486
Iteration 20656, loss 2.472237673545827
Iteration 20657, loss 2.493075491788528
Iteration 20658, loss 2.250471491788528
Iteration 20659, loss 2.250471491788528
Iteration 20660, loss 2.186152702049248
Iteration 20661, loss 1.2943848923571464
Iteration 20662, loss 1.2943848923571464
Iteration 20663, loss 1.5443848923571462
Iteration 20664, loss 2.143366292927897
Iteration 20665, loss 2.187156670694204
Iteration 20666, loss 2.1016096706942045
Iteration 20667, loss 2.5155470684133325
Iteration 20668, loss 2.5155470684133325
Iteration 20669, loss 1.672453068413333
Iteration 20670, loss 1.6724087754854395
Iteration 20671, loss 1.6724087754854395
Iteration 20672, loss 1.672302000000004
Iteration 20673, loss 2.6723020000000037
Iteration 20674, loss 2.1723020000000037
Iteration 20675, loss 1.2315767811865508
Iteration 20676, loss 1.2315767811865508
Iteration 20677, loss 1.2315767811865508
Iteration 20678, loss 0.6834846329619375
Iteration 20679, loss 2.5384676329619364
Iteration 20680, loss 3.0865597811865504
Iteration 20681, loss 3.0865597811865504
Iteration 20682, loss 1.2315767811865508
Iteration 20683, loss 1.2315767811865508
Iteration 20684, loss 1.2315767811865508
Iteration 20685, loss 1.8661437868876607
Iteration 20686, loss 1.6885142188134545
Iteration 20687, loss 2.3520612188134535
Iteration 20688, loss 2.5739600000000014
Iteration 20689, loss 2.088752000000002
Iteration 20690, loss 2.088752000000002
Iteration 20691, loss 1.9173560000000023
Iteration 20692, loss 1.9173560000000023
Iteration 20693, loss 2.3729800000000023
Iteration 20694, loss 2.8091680000000023
Iteration 20695, loss 2.309168000000002
Iteration 20696, loss 2.3091680000000023
Iteration 20697, loss 2.8091680000000028
Iteration 20698, loss 2.8091680000000028
Iteration 20699, loss 2.3091680000000023
Iteration 20700, loss 1.8091680000000028
Iteration 20701, loss 1.8091680000000028
Iteration 20702, loss 2.3091680000000023
Iteration 20703, loss 1.8091680000000028
Iteration 20704, loss 2.3091680000000023
Iteration 20705, loss 2.3091680000000023
Iteration 20706, loss 2.309168000000002
Iteration 20707, loss 2.309168000000002
Iteration 20708, loss 2.309168000000002
Iteration 20709, loss 2.309168000000002
Iteration 20710, loss 2.309168000000002
Iteration 20711, loss 2.3729800000000023
Iteration 20712, loss 2.3729800000000023
Iteration 20713, loss 2.208891585177541
Iteration 20714, loss 2.208891585177541
Iteration 20715, loss 2.208891585177541
Iteration 20716, loss 1.8950795851775413
Iteration 20717, loss 1.8950795851775413
Iteration 20718, loss 1.8950795851775424
Iteration 20719, loss 1.8950795851775424
Iteration 20720, loss 1.8950795851775424
Iteration 20721, loss 2.208891585177542
Iteration 20722, loss 1.8950795851775424
Iteration 20723, loss 3.865495585177541
Iteration 20724, loss 3.7795840000000025
Iteration 20725, loss 3.7500000000000013
Iteration 20726, loss 2.836453011402224
Iteration 20727, loss 2.836453011402224
Iteration 20728, loss 2.507685107981984
Iteration 20729, loss 2.507685107981984
Iteration 20730, loss 2.4290167961207785
Iteration 20731, loss 2.9290167847185566
Iteration 20732, loss 1.401249109342753
Iteration 20733, loss 1.2444467015757668
Iteration 20734, loss 1.2444467015757668
Iteration 20735, loss 1.401249109342753
Iteration 20736, loss 2.3147961093427525
Iteration 20737, loss 3.571842382313556
Iteration 20738, loss 3.4716487198308283
Iteration 20739, loss 4.842703733406422
Iteration 20740, loss 5.164265290076271
Iteration 20741, loss 5.164265290076271
Iteration 20742, loss 4.328427124746192
Iteration 20743, loss 3.8284271247461925
Iteration 20744, loss 3.3284271247461925
Iteration 20745, loss 3.3284271247461907
Iteration 20746, loss 3.8284271247461916
Iteration 20747, loss 3.8284271247461916
Iteration 20748, loss 3.8284271247461916
Iteration 20749, loss 3.3284271247461907
Iteration 20750, loss 2.3580111247461915
Iteration 20751, loss 2.3580111247461915
Iteration 20752, loss 2.8580111247461915
Iteration 20753, loss 2.8580111247461915
Iteration 20754, loss 2.8580111247461915
Iteration 20755, loss 2.8580111247461915
